Tipo_de_Moradia,Bairro,Area,Quartos,Banheiros,Vagas,Preco,Condominio,Aceita_Animais,Area_de_Servico,Churrasqueira,Elevador,Varanda,Piscina,Condominio_Fechado,Espaco_Gourmet,Portao_Eletronico,Quintal_ou_Jardim
Apartamento,São Pedro,55.0,2.0,2.0,1.0,290000,,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,71.0,2.0,2.0,1.0,270000,,True,True,False,False,False,False,False,False,False,True
Casa,São Pedro,180.0,3.0,1.0,2.0,250000,,True,True,False,False,True,False,False,False,False,False
Casa,São Pedro,140.0,4.0,2.0,2.0,235000,,True,True,False,False,True,False,False,False,False,False
Casa,São Pedro,160.0,3.0,3.0,2.0,530000,,False,False,True,False,False,True,False,True,False,False
Casa,São Pedro,250.0,3.0,2.0,2.0,610000,,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,100.0,3.0,2.0,,180000,,True,False,False,False,False,False,False,False,False,False
Casa,São Pedro,90.0,2.0,1.0,1.0,380000,,True,True,False,False,True,False,False,False,False,True
Casa,São Pedro,140.0,3.0,3.0,2.0,570000,,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,150.0,3.0,3.0,3.0,395000,,True,True,False,False,True,False,False,False,False,False
Casa,São Pedro,100.0,3.0,2.0,2.0,510000,,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,220.0,3.0,3.0,1.0,650000,,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,200.0,3.0,3.0,2.0,798000,,False,True,False,False,True,False,False,True,True,False
Casa,São Pedro,140.0,3.0,2.0,4.0,600000,,True,True,False,False,False,False,False,False,False,True
Casa,São Pedro,120.0,3.0,1.0,,180000,,True,False,False,False,False,False,False,False,False,False
Casa,São Pedro,150.0,2.0,3.0,2.0,620000,,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,135.0,2.0,2.0,2.0,620000,,True,True,False,False,True,False,False,False,False,False
Casa,São Pedro,150.0,3.0,2.0,1.0,295000,,True,False,False,False,True,False,False,True,False,False
Casa,São Pedro,120.0,3.0,3.0,3.0,390000,200.0,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,120.0,3.0,3.0,3.0,369000,200.0,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,193.0,4.0,1.0,,250000,,True,True,False,False,True,False,False,False,False,False
Casa,São Pedro,280.0,3.0,2.0,2.0,540000,,True,True,False,False,True,False,False,False,False,True
Casa,São Pedro,120.0,3.0,1.0,,180000,,True,False,False,False,False,False,False,False,False,False
Casa,São Pedro,150.0,2.0,2.0,1.0,620000,,True,True,False,False,True,False,False,False,False,False
Casa,São Pedro,220.0,3.0,3.0,3.0,460000,,True,True,False,False,True,False,False,False,False,True
Casa,São Pedro,240.0,4.0,3.0,3.0,699000,1.0,True,False,True,False,False,True,False,True,False,True
Casa,São Pedro,120.0,3.0,2.0,2.0,255000,,True,False,False,False,False,False,False,False,False,False
Casa,São Pedro,130.0,3.0,3.0,2.0,580000,,True,True,False,False,False,False,False,False,False,True
Casa,São Pedro,120.0,2.0,3.0,2.0,499000,,True,False,False,False,False,False,False,False,True,False
Casa,São Pedro,75.0,3.0,2.0,2.0,220000,,False,False,False,False,False,False,False,False,False,False
Casa,São Pedro,300.0,4.0,5.0,2.0,1690000,,False,False,True,False,False,True,True,True,False,False
Casa,São Pedro,60.0,2.0,1.0,1.0,212900,160.0,True,False,False,False,False,False,True,False,False,False
Casa,São Pedro,120.0,3.0,2.0,3.0,499000,,True,False,False,False,True,False,False,False,False,True
Apartamento,Cascatinha,90.0,2.0,2.0,1.0,280000,191.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,65.0,2.0,1.0,1.0,280000,351.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,85.0,2.0,3.0,1.0,350000,377.0,True,False,False,True,True,False,False,False,False,False
Apartamento,Cascatinha,75.0,2.0,2.0,2.0,529900,250.0,True,False,True,True,False,False,False,True,False,False
Apartamento,Cascatinha,186.0,3.0,3.0,2.0,770000,317.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,58.0,2.0,1.0,1.0,419000,260.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,90.0,2.0,2.0,1.0,450000,400.0,False,False,False,False,True,False,False,True,False,False
Apartamento,Cascatinha,123.0,3.0,3.0,2.0,895000,600.0,False,False,True,True,True,True,True,False,False,False
Apartamento,Cascatinha,88.0,2.0,2.0,1.0,260000,265.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,85.0,3.0,2.0,2.0,699000,,False,True,True,True,False,False,False,True,False,False
Apartamento,Cascatinha,107.0,2.0,3.0,2.0,595000,450.0,False,False,True,True,True,True,True,False,False,False
Apartamento,Cascatinha,53.0,2.0,2.0,1.0,320000,30000.0,True,False,False,True,True,True,False,False,False,False
Apartamento,Cascatinha,42.0,1.0,1.0,1.0,270000,230.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,66.0,3.0,1.0,1.0,440000,339.0,False,False,True,False,False,False,False,False,False,False
Apartamento,Cascatinha,120.0,3.0,1.0,1.0,360000,350.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,154.0,3.0,2.0,2.0,499000,400.0,True,True,False,True,False,False,False,False,False,False
Apartamento,Cascatinha,133.0,4.0,4.0,2.0,530000,450.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,90.0,2.0,2.0,1.0,519000,340.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Cascatinha,85.0,3.0,2.0,2.0,699000,1.0,True,False,True,True,True,False,False,False,False,False
Apartamento,Cascatinha,85.0,3.0,3.0,2.0,629000,,False,False,False,True,False,False,False,False,False,False
Apartamento,Cascatinha,68.0,2.0,1.0,1.0,360000,357.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,89.0,2.0,3.0,1.0,289000,249.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,76.0,3.0,2.0,1.0,300000,198.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,81.0,2.0,1.0,1.0,350000,246.0,True,False,False,True,False,False,False,False,True,False
Apartamento,Cascatinha,107.0,2.0,1.0,2.0,595000,380.0,False,False,False,False,False,False,False,True,False,False
Apartamento,Cascatinha,80.0,2.0,3.0,1.0,559000,400.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Cascatinha,115.0,3.0,5.0,3.0,890000,600.0,False,False,False,True,True,False,False,True,False,False
Apartamento,Cascatinha,90.0,2.0,1.0,1.0,275000,217.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,91.0,3.0,2.0,1.0,379900,273.0,True,True,False,False,False,False,True,False,False,False
Apartamento,Cascatinha,88.0,2.0,2.0,1.0,190000,265.0,False,True,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,86.0,3.0,2.0,2.0,699900,350.0,True,False,True,True,True,False,False,False,False,False
Apartamento,Cascatinha,70.0,2.0,2.0,1.0,499900,380.0,False,False,True,True,True,True,True,False,False,False
Apartamento,Cascatinha,112.0,2.0,1.0,2.0,740000,510.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Cascatinha,85.0,2.0,1.0,1.0,529000,350.0,False,False,True,False,True,False,False,True,False,False
Apartamento,Cascatinha,70.0,2.0,2.0,2.0,523000,10.0,False,False,True,True,True,False,True,False,False,False
Casa,Cascatinha,192.0,5.0,4.0,2.0,850000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,345.0,5.0,5.0,4.0,1800000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,119.0,3.0,2.0,1.0,350000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,300.0,7.0,5.0,4.0,850000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,734.0,4.0,3.0,4.0,1800000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,156.0,5.0,4.0,2.0,1190000,,False,False,True,False,False,True,False,False,False,True
Casa,Cascatinha,192.0,5.0,3.0,2.0,900000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,190.0,5.0,2.0,1.0,850000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,430.0,2.0,1.0,7.0,1050000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,350.0,4.0,4.0,4.0,1500000,,False,False,True,False,False,True,False,False,False,False
Casa,Cascatinha,360.0,2.0,2.0,,690000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,196.0,4.0,3.0,2.0,1300000,,False,False,False,False,False,False,False,False,False,True
Casa,Cascatinha,400.0,4.0,5.0,4.0,1500000,1.0,False,True,False,False,False,True,False,False,False,True
Casa,Cascatinha,156.0,4.0,4.0,2.0,1199000,,False,True,False,False,True,False,False,False,False,False
Casa,Cascatinha,250.0,5.0,3.0,2.0,1199000,,True,False,False,False,True,False,False,True,True,False
Casa,Cascatinha,320.0,6.0,4.0,3.0,1800000,,False,False,False,False,False,False,False,False,False,False
Casa,Cascatinha,390.0,5.0,5.0,6.0,1580000,,True,True,False,False,True,True,False,False,False,True
Casa,Cascatinha,180.0,3.0,1.0,6.0,1800000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,75.0,2.0,1.0,,120000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,140.0,3.0,3.0,2.0,625000,,False,False,False,False,True,False,False,False,False,False
Casa,Aeroporto,140.0,3.0,3.0,2.0,630000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,144.0,3.0,2.0,2.0,690000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,151.0,3.0,3.0,2.0,630000,,True,False,True,False,True,False,False,True,False,False
Casa,Aeroporto,176.0,3.0,4.0,2.0,780000,,True,True,False,False,False,False,False,False,False,False
Casa,Aeroporto,160.0,3.0,6.0,2.0,998000,380.0,True,False,False,False,True,False,True,False,False,True
Casa,Aeroporto,150.0,3.0,3.0,2.0,625000,,False,False,False,False,False,False,False,False,False,True
Casa,Aeroporto,193.0,3.0,3.0,2.0,740000,,True,True,False,False,True,False,False,False,False,False
Casa,Aeroporto,230.0,3.0,3.0,2.0,816990,,True,True,True,False,True,False,False,True,False,False
Casa,Aeroporto,186.0,3.0,4.0,2.0,889000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,163.0,3.0,3.0,2.0,730000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,193.0,3.0,3.0,2.0,720000,,False,True,False,False,True,False,False,True,True,False
Casa,Aeroporto,148.0,3.0,3.0,2.0,630000,,False,False,False,False,True,False,False,True,True,False
Casa,Aeroporto,104.0,3.0,3.0,2.0,630000,1.0,True,True,False,False,True,False,False,True,False,False
Casa,Aeroporto,230.0,3.0,3.0,2.0,790000,,False,False,True,False,False,False,False,False,False,False
Casa,Aeroporto,140.0,3.0,3.0,2.0,890000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,140.0,3.0,2.0,2.0,595000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,140.0,3.0,4.0,2.0,680000,10.0,True,False,False,False,True,False,False,True,False,True
Casa,Aeroporto,328.0,3.0,3.0,2.0,890000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,165.0,3.0,3.0,,685000,,False,True,False,False,True,False,False,True,False,False
Casa,Aeroporto,75.0,2.0,1.0,,120000,,True,True,False,False,False,False,False,False,False,True
Casa,Aeroporto,151.0,3.0,3.0,2.0,630000,,False,False,True,False,False,False,False,True,False,False
Casa,Aeroporto,175.0,3.0,4.0,4.0,840000,,True,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,175.0,3.0,4.0,4.0,790000,,False,False,False,False,False,False,False,False,False,True
Casa,Aeroporto,120.0,3.0,2.0,2.0,620000,,False,False,False,False,False,True,False,True,False,False
Casa,Aeroporto,140.0,3.0,3.0,2.0,870000,,True,True,False,False,False,False,False,False,False,True
Casa,Aeroporto,108.0,3.0,2.0,2.0,590000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,335.0,3.0,4.0,4.0,1650000,,False,False,False,False,False,False,False,False,False,False
Casa,Aeroporto,150.0,3.0,3.0,2.0,630000,,True,False,True,False,False,False,False,True,False,False
Casa,Aeroporto,144.0,3.0,2.0,3.0,550000,,True,False,True,False,True,False,False,False,False,True
Casa,Aeroporto,230.0,3.0,2.0,2.0,817000,10.0,True,False,True,False,True,True,False,True,False,False
Casa,Aeroporto,168.0,3.0,3.0,2.0,630000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Vivendas da Serra,153.0,3.0,2.0,1.0,240000,190.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,50.0,2.0,1.0,1.0,160000,150.0,True,False,True,True,False,True,True,False,False,False
Apartamento,Aeroporto,78.0,2.0,2.0,2.0,390000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,90.0,2.0,2.0,1.0,259000,,True,False,True,True,False,True,True,False,False,False
Apartamento,Aeroporto,120.0,3.0,4.0,2.0,699000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,76.0,2.0,1.0,1.0,285000,348.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,100.0,2.0,1.0,1.0,450000,234.0,False,False,False,True,True,False,False,True,False,False
Apartamento,Aeroporto,47.0,2.0,1.0,1.0,200000,225.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Aeroporto,60.0,2.0,2.0,2.0,308000,,False,True,False,True,False,True,False,True,False,False
Apartamento,Aeroporto,93.0,2.0,2.0,1.0,429900,1.0,True,False,False,False,False,False,False,False,True,False
Apartamento,Aeroporto,65.0,2.0,1.0,1.0,299000,243.0,False,False,False,False,True,False,False,True,False,False
Apartamento,Aeroporto,76.0,2.0,2.0,1.0,300000,254.0,False,False,True,True,False,True,False,False,False,False
Apartamento,Aeroporto,60.0,2.0,2.0,1.0,308000,,False,False,True,True,True,True,False,False,False,False
Apartamento,Aeroporto,10.0,2.0,1.0,1.0,239000,,False,False,False,True,False,False,False,False,False,False
Apartamento,Aeroporto,78.0,2.0,1.0,1.0,321775,,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,134.0,2.0,2.0,2.0,617000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,190.0,4.0,3.0,2.0,990000,,False,False,False,True,False,False,False,False,True,False
Apartamento,Aeroporto,73.0,2.0,2.0,1.0,380000,233.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,55.0,2.0,2.0,1.0,239000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,85.0,2.0,2.0,2.0,422000,,False,False,False,False,True,False,False,True,False,False
Apartamento,Aeroporto,69.0,2.0,1.0,1.0,250000,220.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,10.0,2.0,2.0,1.0,289000,,False,False,False,True,False,False,False,False,False,False
Apartamento,Aeroporto,60.0,2.0,1.0,1.0,308000,250.0,True,True,True,True,False,True,False,False,False,False
Apartamento,Aeroporto,45.0,1.0,1.0,1.0,275000,1.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,68.0,2.0,1.0,1.0,400000,350.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,133.0,3.0,3.0,2.0,749000,,False,False,False,False,True,False,False,True,False,False
Apartamento,Aeroporto,90.0,2.0,2.0,1.0,420000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,60.0,2.0,2.0,1.0,308000,,False,False,False,False,False,True,False,False,False,False
Apartamento,Aeroporto,57.0,2.0,2.0,1.0,305000,,False,False,False,True,True,True,False,True,False,False
Apartamento,Aeroporto,80.0,2.0,2.0,1.0,321775,450.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Aeroporto,120.0,3.0,3.0,2.0,679000,,False,False,False,False,True,True,False,True,False,False
Apartamento,Aeroporto,46.0,1.0,1.0,1.0,249000,195.0,True,True,False,True,False,False,False,False,False,False
Apartamento,Aeroporto,61.0,2.0,2.0,1.0,259900,350.0,False,False,False,False,False,False,False,False,False,True
Apartamento,Aeroporto,70.0,2.0,2.0,1.0,308000,250.0,True,False,True,True,True,True,False,False,False,False
Apartamento,Aeroporto,135.0,3.0,2.0,2.0,599000,200.0,False,False,False,True,True,False,False,True,False,False
Apartamento,Bom Pastor,82.0,2.0,1.0,1.0,250000,240.0,False,True,False,False,False,False,False,False,True,False
Apartamento,Bom Pastor,104.0,2.0,2.0,2.0,285000,186.0,True,False,False,False,True,False,False,False,False,False
Apartamento,Bom Pastor,70.0,2.0,1.0,,140000,250.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,118.0,3.0,1.0,2.0,300000,260.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,110.0,3.0,3.0,1.0,649000,645.0,True,False,False,True,True,False,True,False,False,False
Apartamento,Bom Pastor,126.0,2.0,3.0,1.0,249000,320.0,True,True,False,False,True,False,False,False,False,False
Apartamento,Bom Pastor,80.0,2.0,2.0,1.0,260000,280.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,55.0,2.0,1.0,2.0,400000,330.0,False,False,True,False,False,True,False,True,False,False
Apartamento,Bom Pastor,91.0,3.0,2.0,1.0,350000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,105.0,3.0,3.0,2.0,500000,,False,False,True,False,True,True,False,True,False,False
Apartamento,Bom Pastor,210.0,4.0,5.0,2.0,679000,1400.0,True,False,True,True,True,True,False,False,False,False
Apartamento,Bom Pastor,403.0,2.0,2.0,,525000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,200.0,3.0,2.0,1.0,850000,888.0,True,True,False,True,True,False,False,False,False,False
Apartamento,Bom Pastor,101.0,2.0,2.0,2.0,367000,,True,False,False,True,True,False,False,False,False,False
Apartamento,Bom Pastor,80.0,2.0,2.0,2.0,389000,260.0,False,False,True,True,False,True,True,False,False,False
Apartamento,Bom Pastor,65.0,2.0,2.0,1.0,310000,570.0,True,False,False,True,False,False,False,False,False,False
Apartamento,Bom Pastor,41.0,1.0,1.0,1.0,329000,250.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,92.0,2.0,2.0,2.0,490000,340.0,False,False,False,True,False,True,True,False,False,False
Apartamento,Bom Pastor,69.0,2.0,2.0,,260000,280.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,98.0,2.0,2.0,1.0,365000,,True,False,False,False,True,False,False,True,False,False
Apartamento,Bom Pastor,90.0,3.0,2.0,1.0,280000,335.0,False,False,False,False,False,False,False,False,True,False
Apartamento,Bom Pastor,77.0,2.0,2.0,1.0,225000,230.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,93.0,3.0,1.0,1.0,290000,320.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,82.0,3.0,1.0,,200000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,118.0,3.0,2.0,2.0,300000,260.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Bom Pastor,91.0,3.0,1.0,1.0,299000,322.0,True,True,False,False,True,False,False,False,False,False
Apartamento,Bom Pastor,144.0,3.0,3.0,2.0,620000,650.0,False,True,False,True,False,False,False,False,False,False
Apartamento,Bom Pastor,70.0,2.0,2.0,1.0,349000,,False,False,False,True,False,True,False,False,False,False
Apartamento,Bom Pastor,227.0,4.0,6.0,4.0,2000000,800.0,False,True,False,True,True,False,False,True,False,False
Apartamento,Bom Pastor,120.0,3.0,2.0,2.0,579900,580.0,True,False,False,True,False,False,False,False,False,False
Apartamento,Bom Pastor,160.0,2.0,2.0,1.0,248900,220.0,True,True,False,False,False,False,True,False,False,True
Apartamento,Bom Pastor,142.0,2.0,1.0,2.0,830000,535.0,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,180.0,3.0,2.0,,300000,,False,False,False,False,False,False,False,False,False,True
Casa,Bom Pastor,135.0,3.0,4.0,3.0,930000,,False,False,True,False,True,True,False,True,False,False
Casa,Bom Pastor,144.0,3.0,2.0,4.0,950000,,False,False,False,False,False,False,False,False,False,True
Casa,Bom Pastor,288.0,6.0,3.0,3.0,1100000,,True,False,False,False,False,False,False,False,False,True
Casa,Bom Pastor,147.0,4.0,3.0,1.0,480000,,True,True,False,False,False,False,False,False,False,True
Casa,Bom Pastor,456.0,3.0,1.0,1.0,650000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,124.0,3.0,3.0,3.0,499000,,True,True,False,False,True,False,False,False,False,False
Casa,Bom Pastor,301.0,3.0,4.0,,700000,,True,False,False,False,True,False,False,True,False,False
Casa,Bom Pastor,360.0,5.0,3.0,2.0,989000,,True,False,False,False,True,False,False,False,False,False
Casa,Bom Pastor,210.0,4.0,3.0,1.0,1390000,,False,False,False,False,False,False,False,False,False,True
Casa,Bom Pastor,556.0,7.0,7.0,4.0,640000,,True,False,True,False,False,True,False,True,False,False
Casa,Bom Pastor,400.0,7.0,7.0,4.0,640000,,True,False,True,False,False,True,False,False,False,False
Casa,Bom Pastor,53.0,2.0,3.0,,550000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,104.0,3.0,2.0,1.0,449000,90.0,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,312.0,4.0,4.0,2.0,2000000,10.0,True,False,True,False,True,False,False,False,False,True
Casa,Bom Pastor,376.0,4.0,4.0,3.0,930000,,False,False,True,False,True,True,False,True,False,False
Casa,Bom Pastor,340.0,3.0,5.0,3.0,1200000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,209.0,4.0,2.0,2.0,1300000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,147.0,4.0,2.0,1.0,650000,,False,False,False,False,False,False,False,False,False,True
Casa,Bom Pastor,174.0,4.0,4.0,3.0,700000,,True,True,False,False,False,False,False,False,False,False
Casa,Bom Pastor,114.0,3.0,3.0,4.0,650000,,True,False,True,False,True,False,False,True,False,True
Casa,Bom Pastor,250.0,3.0,3.0,4.0,1500000,,False,False,True,False,True,True,False,True,False,True
Casa,Bom Pastor,478.0,4.0,3.0,3.0,2900000,,False,False,True,False,False,True,False,False,False,True
Casa,Bom Pastor,286.0,4.0,2.0,6.0,1380000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,132.0,4.0,3.0,3.0,900000,,False,False,False,False,False,True,False,False,False,False
Casa,Bom Pastor,120.0,3.0,2.0,2.0,635000,,True,True,False,False,True,False,False,False,False,True
Casa,Bom Pastor,371.0,5.0,4.0,4.0,2500000,,False,False,False,False,False,False,False,False,False,True
Casa,Bom Pastor,390.0,3.0,3.0,3.0,930000,,False,False,False,False,False,True,False,True,False,False
Casa,Bom Pastor,403.0,4.0,3.0,1.0,1200000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,350.0,4.0,2.0,,1200000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,373.0,4.0,3.0,2.0,1380000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,450.0,4.0,5.0,4.0,2100000,,False,False,False,False,False,False,False,False,False,False
Casa,Bom Pastor,280.0,3.0,2.0,5.0,900000,,True,True,False,False,True,False,False,False,False,False
Casa,Bom Pastor,334.0,4.0,9.0,3.0,2000000,,False,True,False,False,False,False,False,False,False,True
Casa,Bom Pastor,238.0,3.0,2.0,5.0,1200000,,False,False,False,False,True,False,False,True,False,False
Casa,Bom Pastor,498.0,4.0,2.0,1.0,650000,,False,True,False,False,False,False,False,False,False,True
Casa,Santa Helena,150.0,5.0,3.0,4.0,890000,,True,False,True,False,True,False,False,True,True,False
Casa,Santa Helena,127.0,2.0,4.0,2.0,750000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,192.0,3.0,4.0,5.0,990000,,False,False,False,False,False,False,False,False,False,True
Casa,Santa Helena,172.0,3.0,4.0,1.0,1000000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,192.0,3.0,1.0,5.0,990000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,172.0,3.0,5.0,1.0,849000,,False,False,False,False,False,False,False,False,False,True
Casa,Santa Helena,192.0,3.0,4.0,5.0,980000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,200.0,4.0,3.0,2.0,649000,,True,True,False,False,True,False,False,False,False,True
Casa,Santa Helena,250.0,2.0,2.0,2.0,800000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,220.0,3.0,2.0,2.0,790000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,90.0,5.0,2.0,4.0,790000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,277.0,5.0,4.0,4.0,2150000,,False,False,True,False,False,False,False,False,False,False
Casa,Santa Helena,408.0,5.0,2.0,4.0,2120000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,585.0,4.0,3.0,5.0,990000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,270.0,4.0,4.0,4.0,1850000,,False,True,False,False,True,False,False,True,False,True
Casa,Santa Helena,250.0,4.0,3.0,3.0,2200000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,320.0,4.0,1.0,2.0,970000,,False,False,False,False,False,False,False,False,False,False
Casa,Santa Helena,95.0,4.0,2.0,2.0,1100000,,True,True,False,False,False,False,False,False,False,False
Casa,Santa Helena,368.0,5.0,3.0,4.0,2650000,,True,True,False,False,False,False,False,False,False,True
Casa,Industrial,160.0,4.0,2.0,1.0,270000,,True,True,False,False,True,False,False,False,False,False
Apartamento,Santa Helena,222.0,3.0,5.0,3.0,1090000,1300.0,False,False,False,True,True,False,False,True,False,False
Apartamento,Santa Helena,87.0,2.0,2.0,1.0,330000,250.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,10.0,5.0,3.0,4.0,2850000,1000.0,False,False,False,True,True,False,False,True,True,False
Apartamento,Santa Helena,180.0,4.0,4.0,4.0,1680000,,True,False,False,True,True,False,False,True,True,False
Apartamento,Santa Helena,68.0,2.0,1.0,,185000,140.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,96.0,3.0,2.0,,270000,,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,10.0,4.0,2.0,2.0,1350000,800.0,False,False,False,True,True,False,False,True,True,False
Apartamento,Santa Helena,85.0,3.0,1.0,1.0,284900,200.0,True,False,True,False,True,False,False,True,False,False
Apartamento,Santa Helena,82.0,2.0,2.0,,214000,360.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,80.0,3.0,2.0,,340000,250.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,139.0,4.0,3.0,1.0,470000,265.0,True,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,146.0,5.0,3.0,2.0,680000,730.0,True,True,False,True,True,False,False,False,False,False
Apartamento,Santa Helena,68.0,3.0,1.0,,259000,250.0,True,True,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,114.0,3.0,3.0,1.0,579000,550.0,True,True,False,True,False,False,False,False,False,False
Apartamento,Santa Helena,86.0,3.0,1.0,2.0,589000,390.0,False,False,False,False,True,False,False,True,False,False
Apartamento,Santa Helena,104.0,3.0,2.0,1.0,380000,300.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,60.0,2.0,1.0,1.0,265000,250.0,False,False,False,False,False,False,False,False,False,False
Apartamento,Santa Helena,221.0,4.0,3.0,2.0,599000,535.0,False,False,False,False,True,False,False,True,False,False
